问题 ID,说明,状态,严重性,故事点,项目路径,位置种类,路径,折线图,列,事件 ID,帮助链接,程序集名称,程序集版本,程序集公钥,片段
Api.0002,对所选 .NET 版本源代码不兼容,Active,Potential,1,LabelPlus_Next\LabelPlus_Next.csproj,File,LabelPlus_Next\Views\MainWindow.axaml.cs,93,16,F:System.Security.Cryptography.DataProtectionScope.CurrentUser,,,,,"var data = System.Security.Cryptography.ProtectedData.Unprotect(enc, null, System.Security.Cryptography.DataProtectionScope.CurrentUser);"
Api.0002,对所选 .NET 版本源代码不兼容,Active,Potential,1,LabelPlus_Next\LabelPlus_Next.csproj,File,LabelPlus_Next\Views\MainWindow.axaml.cs,93,16,T:System.Security.Cryptography.ProtectedData,,,,,"var data = System.Security.Cryptography.ProtectedData.Unprotect(enc, null, System.Security.Cryptography.DataProtectionScope.CurrentUser);"
Api.0002,对所选 .NET 版本源代码不兼容,Active,Potential,1,LabelPlus_Next\LabelPlus_Next.csproj,File,LabelPlus_Next\Views\MainWindow.axaml.cs,93,16,"M:System.Security.Cryptography.ProtectedData.Unprotect(System.Byte[],System.Byte[],System.Security.Cryptography.DataProtectionScope)",,,,,"var data = System.Security.Cryptography.ProtectedData.Unprotect(enc, null, System.Security.Cryptography.DataProtectionScope.CurrentUser);"
Api.0002,对所选 .NET 版本源代码不兼容,Active,Potential,1,LabelPlus_Next\LabelPlus_Next.csproj,File,LabelPlus_Next\App.axaml.cs,1221,16,M:System.TimeSpan.FromMilliseconds(System.Double),,,,,backoff = TimeSpan.FromMilliseconds(backoff.TotalMilliseconds * 2);
Api.0002,对所选 .NET 版本源代码不兼容,Active,Potential,1,LabelPlus_Next\LabelPlus_Next.csproj,File,LabelPlus_Next\App.axaml.cs,1196,12,"M:System.TimeSpan.FromMilliseconds(System.Int64,System.Int64)",,,,,var backoff = TimeSpan.FromMilliseconds(500);
Api.0002,对所选 .NET 版本源代码不兼容,Active,Potential,1,LabelPlus_Next\LabelPlus_Next.csproj,File,LabelPlus_Next\App.axaml.cs,1187,12,M:System.TimeSpan.FromSeconds(System.Int64),,,,,using var client = new HttpClient { Timeout = TimeSpan.FromSeconds(8) };
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next\LabelPlus_Next.csproj,File,LabelPlus_Next\App.axaml.cs,1134,18,T:System.Uri,,,,,uri = new Uri(uriArg);
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next\LabelPlus_Next.csproj,File,LabelPlus_Next\App.axaml.cs,1134,18,M:System.Uri.#ctor(System.String),,,,,uri = new Uri(uriArg);
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next\LabelPlus_Next.csproj,File,LabelPlus_Next\App.axaml.cs,1108,4,T:System.Uri,,,,,"private static string? GetQueryValue(Uri uri, string key)"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next\LabelPlus_Next.csproj,File,LabelPlus_Next\App.axaml.cs,1121,12,T:System.Uri,,,,,var v = Uri.UnescapeDataString(p[(idx + 1)..]);
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next\LabelPlus_Next.csproj,File,LabelPlus_Next\App.axaml.cs,1119,12,T:System.Uri,,,,,var k = Uri.UnescapeDataString(p[..idx]);
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next\LabelPlus_Next.csproj,File,LabelPlus_Next\App.axaml.cs,930,12,T:System.Uri,,,,,var uri = new Uri(uriArg);
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next\LabelPlus_Next.csproj,File,LabelPlus_Next\App.axaml.cs,930,12,M:System.Uri.#ctor(System.String),,,,,var uri = new Uri(uriArg);
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next\LabelPlus_Next.csproj,File,LabelPlus_Next\App.axaml.cs,128,20,T:System.Uri,,,,,var u = new Uri(uriArg);
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next\LabelPlus_Next.csproj,File,LabelPlus_Next\App.axaml.cs,128,20,M:System.Uri.#ctor(System.String),,,,,var u = new Uri(uriArg);
Api.0002,对所选 .NET 版本源代码不兼容,Active,Potential,1,LabelPlus_Next\LabelPlus_Next.csproj,File,LabelPlus_Next\App.axaml.cs,73,18,M:System.TimeSpan.FromSeconds(System.Int64),,,,,LogManager.Flush(TimeSpan.FromSeconds(2));
Project.0002,需要更改项目的目标框架,Active,Mandatory,1,LabelPlus_Next.Desktop\LabelPlus_Next.Desktop.csproj,File,LabelPlus_Next.Desktop\LabelPlus_Next.Desktop.csproj,,,,,,,,当前目标框架: net9.0 建议的目标框架: net10.0-windows
NuGet.0002,建议升级 NuGet 包,Active,Potential,1,LabelPlus_Next.Test\LabelPlus_Next.Test.csproj,File,LabelPlus_Next.Test\LabelPlus_Next.Test.csproj,,,Newtonsoft.Json 13.0.3,,,,,"Newtonsoft.Json, 13.0.3  建议:  Remove Newtonsoft.Json, and replace with new package Newtonsoft.Json 13.0.4"
Project.0002,需要更改项目的目标框架,Active,Mandatory,1,LabelPlus_Next.Test\LabelPlus_Next.Test.csproj,File,LabelPlus_Next.Test\LabelPlus_Next.Test.csproj,,,,,,,,当前目标框架: net9.0 建议的目标框架: net10.0
Project.0002,需要更改项目的目标框架,Active,Mandatory,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,,,,,,,,当前目标框架: net9.0 建议的目标框架: net10.0-windows
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\Views\PackWindow.axaml.cs,35,8,T:System.Uri,,,,,await vm.SetFolderAsync(folder.Path.LocalPath);
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\Views\PackWindow.axaml.cs,34,8,T:System.Uri,,,,,if (folder?.Path is null) return;
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\Views\MainWindow.axaml.cs,105,8,T:System.Uri,,,,,var paths = files.Where(f => f.Path is not null).Select(f => f.Path!.LocalPath).ToList();
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\Views\MainWindow.axaml.cs,105,8,T:System.Uri,,,,,var paths = files.Where(f => f.Path is not null).Select(f => f.Path!.LocalPath).ToList();
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\Views\MainWindow.axaml.cs,84,16,T:System.Uri,,,,,paths.Add(f.Path.LocalPath);
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\Views\MainWindow.axaml.cs,82,12,T:System.Uri,,,,,if (f.Path is not null)              {                  paths.Add(f.Path.LocalPath);              }
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\Views\MainWindow.axaml.cs,57,16,T:System.Uri,,,,,paths.Add(f.Path.LocalPath);
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\Views\MainWindow.axaml.cs,55,12,T:System.Uri,,,,,if (f.Path is not null)              {                  paths.Add(f.Path.LocalPath);              }
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\Views\PackTabView.axaml.cs,49,8,T:System.Uri,,,,,vm.SolutionPath = file.Path.LocalPath;
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\Views\PackTabView.axaml.cs,48,8,T:System.Uri,,,,,if (file?.Path is null) return;
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\Views\PackTabView.axaml.cs,33,8,T:System.Uri,,,,,await vm.SetFolderAsync(folder.Path.LocalPath);
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\Views\PackTabView.axaml.cs,32,8,T:System.Uri,,,,,if (folder?.Path is null) return;
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\PackWindowViewModel.cs,988,12,T:System.Text.Json.JsonDocument,,,,,using var doc = JsonDocument.Parse(fs);
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\PackWindowViewModel.cs,988,12,T:System.Text.Json.JsonDocument,,,,,using var doc = JsonDocument.Parse(fs);
Api.0002,对所选 .NET 版本源代码不兼容,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\PackWindowViewModel.cs,954,8,M:System.IO.Path.Combine(System.ReadOnlySpan{System.String}),,,,,"return Path.Combine(projDir, ""bin"", ""Release"", ""net9.0"", rid, ""publish"");"
Api.0002,对所选 .NET 版本源代码不兼容,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\PackWindowViewModel.cs,723,16,M:System.TimeSpan.FromSeconds(System.Int64),,,,,using var http = new HttpClient { Timeout = TimeSpan.FromSeconds(30) };
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\PackWindowViewModel.cs,644,12,T:System.Text.Json.JsonDocument,,,,,using var doc = JsonDocument.Parse(json);
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\PackWindowViewModel.cs,644,12,T:System.Text.Json.JsonDocument,,,,,using var doc = JsonDocument.Parse(json);
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\PackWindowViewModel.cs,429,12,T:System.Uri,,,,,"ManifestUrl = new Uri(pubRoot, ""manifest.json"").ToString();"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\PackWindowViewModel.cs,429,12,"M:System.Uri.#ctor(System.Uri,System.String)",,,,,"ManifestUrl = new Uri(pubRoot, ""manifest.json"").ToString();"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\PackWindowViewModel.cs,346,16,T:System.Uri,,,,,"var url = new Uri(pubRoot, name).ToString();"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\PackWindowViewModel.cs,346,16,"M:System.Uri.#ctor(System.Uri,System.String)",,,,,"var url = new Uri(pubRoot, name).ToString();"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\PackWindowViewModel.cs,332,12,T:System.Uri,,,,,"var pubRoot = new Uri(new Uri(baseUrl), ""d/"" + target);"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\PackWindowViewModel.cs,332,12,M:System.Uri.#ctor(System.String),,,,,"var pubRoot = new Uri(new Uri(baseUrl), ""d/"" + target);"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\PackWindowViewModel.cs,332,12,T:System.Uri,,,,,"var pubRoot = new Uri(new Uri(baseUrl), ""d/"" + target);"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\PackWindowViewModel.cs,332,12,"M:System.Uri.#ctor(System.Uri,System.String)",,,,,"var pubRoot = new Uri(new Uri(baseUrl), ""d/"" + target);"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\PackWindowViewModel.cs,331,12,T:System.Uri,,,,,"var destRoot = new Uri(new Uri(baseUrl), target);"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\PackWindowViewModel.cs,331,12,M:System.Uri.#ctor(System.String),,,,,"var destRoot = new Uri(new Uri(baseUrl), target);"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\PackWindowViewModel.cs,331,12,T:System.Uri,,,,,"var destRoot = new Uri(new Uri(baseUrl), target);"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\PackWindowViewModel.cs,331,12,"M:System.Uri.#ctor(System.Uri,System.String)",,,,,"var destRoot = new Uri(new Uri(baseUrl), target);"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\PackWindowViewModel.cs,244,16,T:System.Uri,,,,,"ManifestUrl = new Uri(pubBase, ""manifest.json"").ToString();"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\PackWindowViewModel.cs,244,16,"M:System.Uri.#ctor(System.Uri,System.String)",,,,,"ManifestUrl = new Uri(pubBase, ""manifest.json"").ToString();"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\PackWindowViewModel.cs,192,16,T:System.Uri,,,,,"var zipUrl = new Uri(pubBase, fileName).ToString();"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\PackWindowViewModel.cs,192,16,"M:System.Uri.#ctor(System.Uri,System.String)",,,,,"var zipUrl = new Uri(pubBase, fileName).ToString();"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\PackWindowViewModel.cs,191,16,T:System.Uri,,,,,"var pubBase = new Uri(new Uri(baseDir), ""d/"" + targetDir);"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\PackWindowViewModel.cs,191,16,M:System.Uri.#ctor(System.String),,,,,"var pubBase = new Uri(new Uri(baseDir), ""d/"" + targetDir);"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\PackWindowViewModel.cs,191,16,T:System.Uri,,,,,"var pubBase = new Uri(new Uri(baseDir), ""d/"" + targetDir);"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\PackWindowViewModel.cs,191,16,"M:System.Uri.#ctor(System.Uri,System.String)",,,,,"var pubBase = new Uri(new Uri(baseDir), ""d/"" + targetDir);"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\PackWindowViewModel.cs,190,16,T:System.Uri,,,,,"var destBase = new Uri(new Uri(baseDir), targetDir);"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\PackWindowViewModel.cs,190,16,M:System.Uri.#ctor(System.String),,,,,"var destBase = new Uri(new Uri(baseDir), targetDir);"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\PackWindowViewModel.cs,190,16,T:System.Uri,,,,,"var destBase = new Uri(new Uri(baseDir), targetDir);"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\PackWindowViewModel.cs,190,16,"M:System.Uri.#ctor(System.Uri,System.String)",,,,,"var destBase = new Uri(new Uri(baseDir), targetDir);"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\MainWindowViewModel.cs,563,12,T:System.Uri,,,,,"var res = await _client!.Propfind(new Uri(abs, UriKind.Absolute), ListParams);"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\MainWindowViewModel.cs,563,12,"M:System.Uri.#ctor(System.String,System.UriKind)",,,,,"var res = await _client!.Propfind(new Uri(abs, UriKind.Absolute), ListParams);"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\MainWindowViewModel.cs,502,12,T:System.Uri,,,,,return Uri.UnescapeDataString(rel);
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\MainWindowViewModel.cs,501,12,T:System.Uri,,,,,var rel = baseUri.MakeRelativeUri(absUri).ToString();
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\MainWindowViewModel.cs,500,12,T:System.Uri,,,,,"var absUri = new Uri(absolute, UriKind.Absolute);"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\MainWindowViewModel.cs,500,12,"M:System.Uri.#ctor(System.String,System.UriKind)",,,,,"var absUri = new Uri(absolute, UriKind.Absolute);"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\MainWindowViewModel.cs,499,12,T:System.Uri,,,,,"var baseUri = new Uri(baseUrlDir, UriKind.Absolute);"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\MainWindowViewModel.cs,499,12,"M:System.Uri.#ctor(System.String,System.UriKind)",,,,,"var baseUri = new Uri(baseUrlDir, UriKind.Absolute);"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\MainWindowViewModel.cs,489,8,T:System.Uri,,,,,"return new Uri(baseUri, rel).ToString();"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\MainWindowViewModel.cs,489,8,"M:System.Uri.#ctor(System.Uri,System.String)",,,,,"return new Uri(baseUri, rel).ToString();"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\MainWindowViewModel.cs,486,12,T:System.Uri,,,,,"return new Uri(origin, ""/"" + rel).ToString();"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\MainWindowViewModel.cs,486,12,"M:System.Uri.#ctor(System.Uri,System.String)",,,,,"return new Uri(origin, ""/"" + rel).ToString();"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\MainWindowViewModel.cs,480,12,T:System.Uri,,,,,"return new Uri(origin, possiblyRelative).ToString();"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\MainWindowViewModel.cs,480,12,"M:System.Uri.#ctor(System.Uri,System.String)",,,,,"return new Uri(origin, possiblyRelative).ToString();"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\MainWindowViewModel.cs,475,8,P:System.Uri.AbsolutePath,,,,,var basePath = baseUri.AbsolutePath.Trim('/');
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\MainWindowViewModel.cs,474,8,T:System.Uri,,,,,var origin = new Uri(baseUri.GetLeftPart(UriPartial.Authority));
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\MainWindowViewModel.cs,474,8,M:System.Uri.#ctor(System.String),,,,,var origin = new Uri(baseUri.GetLeftPart(UriPartial.Authority));
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\MainWindowViewModel.cs,473,8,T:System.Uri,,,,,"var baseUri = new Uri(EnsureSlash(BaseUrl!), UriKind.Absolute);"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\MainWindowViewModel.cs,473,8,"M:System.Uri.#ctor(System.String,System.UriKind)",,,,,"var baseUri = new Uri(EnsureSlash(BaseUrl!), UriKind.Absolute);"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\MainWindowViewModel.cs,471,8,T:System.Uri,,,,,"if (Uri.TryCreate(possiblyRelative, UriKind.Absolute, out var abs)) return abs.ToString();"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\MainWindowViewModel.cs,471,8,"M:System.Uri.TryCreate(System.String,System.UriKind,System.Uri@)",,,,,"if (Uri.TryCreate(possiblyRelative, UriKind.Absolute, out var abs)) return abs.ToString();"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\MainWindowViewModel.cs,452,12,T:System.Uri,,,,,"var u = new Uri(url, UriKind.Absolute);"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\MainWindowViewModel.cs,452,12,"M:System.Uri.#ctor(System.String,System.UriKind)",,,,,"var u = new Uri(url, UriKind.Absolute);"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\MainWindowViewModel.cs,441,8,T:System.Uri,,,,,parts.Add(Uri.EscapeDataString(fileName));
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\MainWindowViewModel.cs,438,16,T:System.Uri,,,,,"parts.AddRange(cleaned.Split('/', StringSplitOptions.RemoveEmptyEntries).Select(Uri.EscapeDataString));"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\MainWindowViewModel.cs,425,8,T:System.Uri,,,,,"var final = new Uri(new Uri(baseDir, UriKind.Absolute), remotePath).ToString();"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\MainWindowViewModel.cs,425,8,"M:System.Uri.#ctor(System.String,System.UriKind)",,,,,"var final = new Uri(new Uri(baseDir, UriKind.Absolute), remotePath).ToString();"
