问题 ID,说明,状态,严重性,故事点,项目路径,位置种类,路径,折线图,列,事件 ID,帮助链接,程序集名称,程序集版本,程序集公钥,片段
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\MainWindowViewModel.cs,425,8,T:System.Uri,,,,,"var final = new Uri(new Uri(baseDir, UriKind.Absolute), remotePath).ToString();"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\MainWindowViewModel.cs,425,8,"M:System.Uri.#ctor(System.Uri,System.String)",,,,,"var final = new Uri(new Uri(baseDir, UriKind.Absolute), remotePath).ToString();"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\MainWindowViewModel.cs,411,16,T:System.Uri,,,,,var basePath = new Uri(baseDir).AbsolutePath.Trim('/');
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\MainWindowViewModel.cs,411,16,M:System.Uri.#ctor(System.String),,,,,var basePath = new Uri(baseDir).AbsolutePath.Trim('/');
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\MainWindowViewModel.cs,411,16,P:System.Uri.AbsolutePath,,,,,var basePath = new Uri(baseDir).AbsolutePath.Trim('/');
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\MainWindowViewModel.cs,404,12,T:System.Uri,,,,,"if (Uri.TryCreate(destFolderUri, UriKind.Absolute, out var abs))              {                  relDir = ToRelativePath(abs.ToString());              }              else              {                  relDir = destFolderUri.Replace('\\', '/').Trim('/');                  var basePath = new Uri(baseDir).AbsolutePath.Trim('/');                  if (!string.IsNullOrEmpty(basePath))                  {                      if (relDir.Equals(basePath, StringComparison.OrdinalIgnoreCase)) relDir = string.Empty;                      else if (relDir.StartsWith(basePath + ""/"", StringComparison.OrdinalIgnoreCase)) relDir = relDir[(basePath.Length + 1)..];                  }              }"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\MainWindowViewModel.cs,404,12,"M:System.Uri.TryCreate(System.String,System.UriKind,System.Uri@)",,,,,"if (Uri.TryCreate(destFolderUri, UriKind.Absolute, out var abs))              {                  relDir = ToRelativePath(abs.ToString());              }              else              {                  relDir = destFolderUri.Replace('\\', '/').Trim('/');                  var basePath = new Uri(baseDir).AbsolutePath.Trim('/');                  if (!string.IsNullOrEmpty(basePath))                  {                      if (relDir.Equals(basePath, StringComparison.OrdinalIgnoreCase)) relDir = string.Empty;                      else if (relDir.StartsWith(basePath + ""/"", StringComparison.OrdinalIgnoreCase)) relDir = relDir[(basePath.Length + 1)..];                  }              }"
Api.0002,对所选 .NET 版本源代码不兼容,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\MainWindowViewModel.cs,386,12,M:System.TimeSpan.FromMilliseconds(System.Double),,,,,"var delay = TimeSpan.FromMilliseconds(baseDelayMs * Math.Pow(2, attempt - 1) + Random.Shared.Next(0, 250));"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\MainWindowViewModel.cs,282,8,T:System.Uri,,,,,"var res = await _client!.Propfind(new Uri(abs, UriKind.Absolute), ListParams);"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\MainWindowViewModel.cs,282,8,"M:System.Uri.#ctor(System.String,System.UriKind)",,,,,"var res = await _client!.Propfind(new Uri(abs, UriKind.Absolute), ListParams);"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\MainWindowViewModel.cs,233,8,T:System.Uri,,,,,"var res = await _client!.Propfind(new Uri(BaseUrl!, UriKind.Absolute), ListParams);"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\ViewModels\MainWindowViewModel.cs,233,8,"M:System.Uri.#ctor(System.String,System.UriKind)",,,,,"var res = await _client!.Propfind(new Uri(BaseUrl!, UriKind.Absolute), ListParams);"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\Publisher.cs,220,16,T:System.Uri,,,,,"var raw = s.BaseUrl.TrimEnd('/') + ""/d/"" + Uri.EscapeDataString(get.Data.Sign!);"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\Publisher.cs,183,12,T:System.Text.Json.JsonDocument,,,,,using var doc = JsonDocument.Parse(json);
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\Publisher.cs,183,12,T:System.Text.Json.JsonDocument,,,,,using var doc = JsonDocument.Parse(json);
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\Publisher.cs,156,12,T:System.Text.Json.JsonDocument,,,,,var doc = JsonDocument.Parse(json);
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\Publisher.cs,156,12,T:System.Text.Json.JsonDocument,,,,,var doc = JsonDocument.Parse(json);
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\Publisher.cs,155,12,T:System.Net.Http.HttpContent,,,,,var json = await resp.Content.ReadAsStringAsync();
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\Publisher.cs,152,12,T:System.Net.Http.HttpContent,,,,,"using var req = new HttpRequestMessage(HttpMethod.Post, ""/api/auth/login"") { Content = new StringContent(body, Encoding.UTF8, ""application/json"") };"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\Publisher.cs,149,12,T:System.Uri,,,,,"using var http = new HttpClient { BaseAddress = new Uri(s.BaseUrl.TrimEnd('/') + ""/"") };"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\Publisher.cs,149,12,M:System.Uri.#ctor(System.String),,,,,"using var http = new HttpClient { BaseAddress = new Uri(s.BaseUrl.TrimEnd('/') + ""/"") };"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\Publisher.cs,149,12,T:System.Uri,,,,,"using var http = new HttpClient { BaseAddress = new Uri(s.BaseUrl.TrimEnd('/') + ""/"") };"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Tools\LabelPlus_Next.Tools.csproj,File,LabelPlus_Next.Tools\Publisher.cs,47,69,T:System.Uri,,,,,"publicUrl = settings.BaseUrl.TrimEnd('/') + ""/d/"" + Uri.EscapeDataString(meta.Data.Sign!);"
NuGet.0002,建议升级 NuGet 包,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,,,Microsoft.Extensions.DependencyInjection 9.0.8,,,,,"Microsoft.Extensions.DependencyInjection, 9.0.8  建议:  Remove Microsoft.Extensions.DependencyInjection, and replace with new package Microsoft.Extensions.DependencyInjection 10.0.3"
Project.0002,需要更改项目的目标框架,Active,Mandatory,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,,,,,,,,当前目标框架: net9.0 建议的目标框架: net10.0-windows
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,1245,47,T:System.Net.Http.HttpContent,,,,,return await resp2.Content.ReadAsStringAsync();
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,1223,43,T:System.Net.Http.HttpContent,,,,,return await resp1.Content.ReadAsStringAsync();
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,1185,16,P:System.Uri.AbsolutePath,,,,,remotePath = manifestUri.AbsolutePath;
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,1146,16,P:System.Uri.AbsolutePath,,,,,var path = u.AbsolutePath ?? string.Empty;
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,1144,16,T:System.Uri,,,,,var baseHost = new Uri(AppendSlash(upd.BaseUrl!)).Host;
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,1144,16,M:System.Uri.#ctor(System.String),,,,,var baseHost = new Uri(AppendSlash(upd.BaseUrl!)).Host;
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,1143,16,T:System.Uri,,,,,var u = new Uri(resolved);
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,1143,16,M:System.Uri.#ctor(System.String),,,,,var u = new Uri(resolved);
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,1106,24,T:System.Uri,,,,,"if (!string.IsNullOrWhiteSpace(s) && Uri.TryCreate(s, UriKind.Absolute, out var u)) manifestUri = u;"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,1106,24,"M:System.Uri.TryCreate(System.String,System.UriKind,System.Uri@)",,,,,"if (!string.IsNullOrWhiteSpace(s) && Uri.TryCreate(s, UriKind.Absolute, out var u)) manifestUri = u;"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,1102,20,T:System.Text.Json.JsonDocument,,,,,using var doc = JsonDocument.Parse(fs);
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,1102,20,T:System.Text.Json.JsonDocument,,,,,using var doc = JsonDocument.Parse(fs);
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,1094,16,T:System.Uri,,,,,"manifestUri = Uri.TryCreate(candidate, UriKind.Absolute, out var abs) ? abs : new Uri(new Uri(baseUrl), candidate.TrimStart('/'));"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,1094,16,M:System.Uri.#ctor(System.String),,,,,"manifestUri = Uri.TryCreate(candidate, UriKind.Absolute, out var abs) ? abs : new Uri(new Uri(baseUrl), candidate.TrimStart('/'));"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,1094,16,T:System.Uri,,,,,"manifestUri = Uri.TryCreate(candidate, UriKind.Absolute, out var abs) ? abs : new Uri(new Uri(baseUrl), candidate.TrimStart('/'));"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,1094,16,"M:System.Uri.#ctor(System.Uri,System.String)",,,,,"manifestUri = Uri.TryCreate(candidate, UriKind.Absolute, out var abs) ? abs : new Uri(new Uri(baseUrl), candidate.TrimStart('/'));"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,1094,16,T:System.Uri,,,,,"manifestUri = Uri.TryCreate(candidate, UriKind.Absolute, out var abs) ? abs : new Uri(new Uri(baseUrl), candidate.TrimStart('/'));"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,1094,16,"M:System.Uri.TryCreate(System.String,System.UriKind,System.Uri@)",,,,,"manifestUri = Uri.TryCreate(candidate, UriKind.Absolute, out var abs) ? abs : new Uri(new Uri(baseUrl), candidate.TrimStart('/'));"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,1052,12,T:System.Text.Json.JsonDocument,,,,,using var doc = JsonDocument.Parse(fs);
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,1052,12,T:System.Text.Json.JsonDocument,,,,,using var doc = JsonDocument.Parse(fs);
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,884,16,T:System.Text.Json.JsonDocument,,,,,using var doc = JsonDocument.Parse(fs);
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,884,16,T:System.Text.Json.JsonDocument,,,,,using var doc = JsonDocument.Parse(fs);
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,641,16,T:System.Uri,,,,,var host = new Uri(finalUrl).Host.ToLowerInvariant();
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,641,16,M:System.Uri.#ctor(System.String),,,,,var host = new Uri(finalUrl).Host.ToLowerInvariant();
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,623,28,T:System.Uri,,,,,after = Uri.UnescapeDataString(after);
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,617,24,P:System.Uri.AbsolutePath,,,,,var path = u.AbsolutePath;
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,616,24,T:System.Uri,,,,,var u = new Uri(finalUrl);
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,616,24,M:System.Uri.#ctor(System.String),,,,,var u = new Uri(finalUrl);
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,569,62,T:System.Uri,,,,,"return AppendSlash(upd.BaseUrl!) + ""d/"" + Uri.EscapeDataString(result.Data.Sign);"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,565,12,T:System.Net.Http.HttpContent,,,,,var json = await resp.Content.ReadAsStringAsync();
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,561,12,T:System.Net.Http.HttpContent,,,,,"using var req = new HttpRequestMessage(HttpMethod.Post, ""/api/fs/get"") { Content = new StringContent(body, Encoding.UTF8, ""application/json"") };"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,558,12,T:System.Uri,,,,,using var http = new HttpClient { BaseAddress = new Uri(AppendSlash(upd.BaseUrl!)) };
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,558,12,M:System.Uri.#ctor(System.String),,,,,using var http = new HttpClient { BaseAddress = new Uri(AppendSlash(upd.BaseUrl!)) };
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,558,12,T:System.Uri,,,,,using var http = new HttpClient { BaseAddress = new Uri(AppendSlash(upd.BaseUrl!)) };
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,528,12,T:System.Net.Http.HttpContent,,,,,var json = await resp.Content.ReadAsStringAsync();
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,525,12,T:System.Net.Http.HttpContent,,,,,"using var req = new HttpRequestMessage(HttpMethod.Post, ""/api/auth/login"") { Content = new StringContent(body, Encoding.UTF8, ""application/json"") };"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,522,12,T:System.Uri,,,,,using var http = new HttpClient { BaseAddress = new Uri(AppendSlash(upd.BaseUrl!)) };
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,522,12,M:System.Uri.#ctor(System.String),,,,,using var http = new HttpClient { BaseAddress = new Uri(AppendSlash(upd.BaseUrl!)) };
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,522,12,T:System.Uri,,,,,using var http = new HttpClient { BaseAddress = new Uri(AppendSlash(upd.BaseUrl!)) };
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,490,12,P:System.Uri.AbsolutePath,,,,,"var segments = u.AbsolutePath.Split('/', StringSplitOptions.RemoveEmptyEntries);"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,489,12,T:System.Uri,,,,,var u = new Uri(url);
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,489,12,M:System.Uri.#ctor(System.String),,,,,var u = new Uri(url);
Api.0002,对所选 .NET 版本源代码不兼容,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,430,20,M:System.TimeSpan.FromSeconds(System.Double),,,,,"Remaining = contentLength > 0 && bytesPerSecond > 0                          ? TimeSpan.FromSeconds(Math.Max(0, (contentLength - totalRead) / bytesPerSecond))                          : TimeSpan.Zero;"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,410,12,T:System.Net.Http.HttpContent,,,,,await using var responseStream = await resp.Content.ReadAsStreamAsync();
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,410,12,M:System.Net.Http.HttpContent.ReadAsStreamAsync,,,,,await using var responseStream = await resp.Content.ReadAsStreamAsync();
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,407,12,T:System.Net.Http.HttpContent,,,,,var contentLength = resp.Content.Headers.ContentLength ?? 0L;
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,384,16,T:System.Uri,,,,,var host = new Uri(url).Host.ToLowerInvariant();
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,384,16,M:System.Uri.#ctor(System.String),,,,,var host = new Uri(url).Host.ToLowerInvariant();
Api.0002,对所选 .NET 版本源代码不兼容,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,289,16,M:System.TimeSpan.FromSeconds(System.Double),,,,,Remaining = TimeSpan.FromSeconds(e.TotalBytesToReceive > 0 && e.AverageBytesPerSecondSpeed > 0                      ? (e.TotalBytesToReceive - e.ReceivedBytesSize) / e.AverageBytesPerSecondSpeed                      : 0);
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,263,16,T:System.Uri,,,,,var host = new Uri(url).Host.ToLowerInvariant();
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,263,16,M:System.Uri.#ctor(System.String),,,,,var host = new Uri(url).Host.ToLowerInvariant();
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\ViewModels\MainWindowViewModel.cs,115,16,T:System.Text.Json.JsonDocument,,,,,using var doc = JsonDocument.Parse(fs);
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\ViewModels\MainWindowViewModel.cs,115,16,T:System.Text.Json.JsonDocument,,,,,using var doc = JsonDocument.Parse(fs);
